candidate,spring_count,quick_feasible,minimum_spring_spacing_m,authority_score,residual_mean_n,residual_max_n,path
94,48,True,0.06375791132450104,42.465049743652344,0.05893956124782562,0.11857898533344269,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0094_48s.json
95,48,True,0.0596887543797493,43.00457000732422,0.06646894663572311,0.15299876034259796,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0095_48s.json
96,48,False,0.03544464707374573,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0096_48s.json
97,48,False,0.002469966420903802,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0097_48s.json
98,48,False,0.026953397318720818,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0098_48s.json
99,48,False,0.008213450200855732,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0099_48s.json
100,48,False,0.0026055672205984592,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0100_48s.json
101,48,False,0.004303877707570791,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0101_48s.json
102,48,True,0.05201929435133934,39.9337272644043,0.06272079795598984,0.10148168355226517,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0102_48s.json
103,48,True,0.06406818330287933,42.804019927978516,0.04544428735971451,0.08258988708257675,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0103_48s.json
104,48,False,0.025661997497081757,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0104_48s.json
105,48,False,0.033191289752721786,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0105_48s.json
106,48,False,0.0014919015811756253,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0106_48s.json
107,48,True,0.059296708554029465,45.730613708496094,6.694931983947754,60.11330795288086,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0107_48s.json
108,48,True,0.0734051987528801,48.2771110534668,0.07965514808893204,0.2843119502067566,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0108_48s.json
109,48,False,0.004017901141196489,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0109_48s.json
110,48,False,0.009394250810146332,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0110_48s.json
111,48,False,0.04438222199678421,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0111_48s.json
112,48,False,0.019236892461776733,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0112_48s.json
113,48,False,0.00924341194331646,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0113_48s.json
114,48,False,0.00043451040983200073,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0114_48s.json
115,48,False,0.0033224052749574184,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0115_48s.json
116,48,False,0.003251723013818264,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0116_48s.json
117,48,True,0.058690909296274185,46.22847366333008,2.2695858478546143,28.854524612426758,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0117_48s.json
118,48,False,0.046493347734212875,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0118_48s.json
119,48,True,0.06681569665670395,46.896244049072266,10.418949127197266,65.78431701660156,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0119_48s.json
120,56,False,0.017449235543608665,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0120_56s.json
121,56,False,0.013457159511744976,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0121_56s.json
122,56,False,0.029266415163874626,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0122_56s.json
123,56,False,0.012743983417749405,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0123_56s.json
124,56,False,0.0035713398829102516,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0124_56s.json
125,56,False,0.005530159454792738,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0125_56s.json
126,56,False,0.013967912644147873,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0126_56s.json
127,56,False,0.01076444424688816,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0127_56s.json
128,56,False,0.0006086520734243095,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0128_56s.json
129,56,False,0.004885122179985046,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0129_56s.json
